Job Title,Company Name,Location,Categorie,Job type,Seniority,Minimum experience,Salary,Job Description,Job URL
"Solution Architect, ERP",ONE CONSULTING (GLOBAL) PTE. LTD.,N/A,Information Technology,"Permanent, Full Time",Professional,3 years exp,"$4,500to$5,000","Job Scope  To develop enhancement or support maintenance to current NAV and BC and its customization. Subject Matter Expert on technical and functional for Microsoft Dynamics NAV and Business Central (BC) Must be able to support and enhance (NARS) New Automated Revenue Recognition System. Track issues or projects status to ensure tasks are being completed. Coordinates with Vendors relating to the projects. Leads the identification of requirements, planning and execution phases of the project and appropriately report project status. Must be knowledgeable in Financial Reporting/Template. Able to support Finance, Fixed Asset, Inventory, Procurement and Supply Chain modules within NAV/BC. Initiate meeting and discuss with users on any new or enhancement requirements. Must be able to provide solution or alternatives for work around.   Requirement  Diploma/ Degree in IT with at least 3 years of experience on software development specifically Navision (NAV) 2016 & 2017 and 2 years of experience in AL programming for Business Central. Good prior working knowledge in DOT NET, MS SQL, Reports and C/AL or C/SIDE, Power BI and AL BC.   Interested applicants are welcome to submit your MS Word resume to: Rachel@oneconsulting-global.sg EA Personnel: R1109773 EA Licence: 07C3676",https://www.mycareersfuture.gov.sg/job/information-technology/solution-architect-erp-one-consulting-fef9bb9ec7949e9542db9f4c7cc99f52?source=MCF&event=Search
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.mycareersfuture.gov.sg/job/marketing/sales-executive-arianetech-1a19b4ea08964cc68f2428b3c680d31e?source=MCF&event=Search
Resident Technical Officer,CUTECH QUALITY SOLUTIONS PTE. LTD.,"PIONEER JUNCTION, 3 SOON LEE STREET 627606",Engineering,Full Time,Senior Executive,3 years exp,"$4,800to$5,000","Job   Description  RTOs shall  provide standing supervision of all civil and structural works to ensure compliance with the following authorities' requirements: The inspection of the bus depot involves the demolition and removal of the existing Pasir Panjang Distripark. Following this, the construction will take place for main depot building, dormitory and administration office. Supervise  and monitoring of contractors’ work to ensure they are carried out in accordance with the provision in the contract document. To monitor the progress and assist Resident Engineer on structural inspection on all Structural works according to the approved drawings issued. Reject  poor quality of works at site and inform RE to raise non-conformance notice. To ensure all building works are carried out in accordance to the design and specifications as specified in the terms of contract. Liaise with contractors in the coordination of site work Ensure contractors maintain work safety and housekeeping of the site. Checking of all drawings, specifications and schedule of works at site. Monitor and report progress of the works on site Undertake any other duties related to the project assigned.  Job   Requirements  The RTO shall have minimum three (3) years of relevant experience in projects similar in nature to the Works in the Civil Contract. All RTO shall have a diploma in the civil discipline or equivalent and be accredited by JAC of IES/ACES as QSS. RTOs  should also have experience in supervision of installation of monitoring instruments, collation of monitoring data and use of software for presentation of monitoring data for analysis and interpretation.   Work During Office hour Monday to   Friday: 8:30 a.m. to 5:30 p.m. Saturday:   8:30 a.m. to 12:30 p.m. (Willing to work on rotation shifts) Sunday and   Public Holiday: 00:00 hours onwards or otherwise advised by project officer depending on LTA’s contractor work schedule.",https://www.mycareersfuture.gov.sg/job/engineering/resident-technical-officer-cutech-quality-solutions-c11538a9f3cb93582cfa140a89a01274?source=MCF&event=Search
Safety Officer [East | Up to $5K Basic + Bonus],GOOD JOB CREATIONS (SINGAPORE) PTE. LTD.,N/A,Environment / Health,"Permanent, Full Time",Junior Executive,1 year exp,"$4,000to$5,000","[Order Number: 662720-R]  Responsibilities  Develop, enforce, and regularly update company safety policies to ensure a safe work environment, in compliance with legal and organizational standards. Conduct regular safety inspections, risk assessments, and accident investigations to identify hazards, implement corrective actions, and recommend preventive solutions. Deliver training sessions and presentations on safety procedures, accident prevention, and compliance, ensuring all employees adhere to safety protocols. Collaborate with product factories to synchronize safety management practices across different products and improve overall safety performance. Monitor and evaluate operations, identify opportunities for improvement, and propose measures to minimize risks and enhance safety culture.  Requirements  At least 1-2 years of experience as a Safety Officer in the engineering industry. Comfortable traveling to various project sites when required.  We regret that only shortlisted candidates will be notified. However, rest assured that all applications will be updated to our resume bank for future opportunities.  Please kindly refer to the Privacy Policy of Good Job Creations for your reference: https://goodjobcreations.com.sg/en/privacy-policy/  EA Personnel Name: Tan Sin Rou EA Personnel Registration Number: R22106434 EA License no.: 07C5771",https://www.mycareersfuture.gov.sg/job/environment/safety-officer-east-5k-basic-bonus-good-job-creations-0f0fed11af5a615f4db9354d325fc1ea?source=MCF&event=Search
Nurse,GOOD JOB CREATIONS (SINGAPORE) PTE. LTD.,N/A,Healthcare / Pharmaceutical,Permanent,Junior Executive,2 years exp,"$2,500to$4,000","[Job ID: 768323] Responsibilities:  Accurately record patients' physical assessments, including height, weight, visual acuity, audiometry, and nursing observations. Follow infection control protocols strictly and maintain aseptic techniques when providing patient care. Conduct regular inventory checks on medical equipment, surgical supplies, and instruments. Collect laboratory results, X-ray reports, and specialist feedback for review. Communicate with physicians regarding lab, X-ray, and diagnostic results for further analysis. Ensure timely delivery of results and alert doctors immediately to any urgent or abnormal findings. Manage clinic emails, phone calls, patient inquiries, and coordinate patient appointments and bookings. Register new patients, update their records, and send timely reminders for appointments. Process insurance claims and manage coverage for consultations, treatments, medications, surgeries, or hospital admissions. Work with Japanese insurance companies to secure Letters of Guarantee (LOG). Coordinate with specialist clinics, hospitals, laboratories, and radiology departments for billing purposes. Follow up on outstanding payments from corporate clients, insurance companies, and self-paying patients.  Requirements:  Must be registered with the Singapore Nursing Board. At least 1-2 years of experience in a clinic or general hospital setting. Skilled in setting up and performing IV cannulation. Proficient in Microsoft Excel. Able to work effectively under pressure. Knowledge in Platos System  We regret that only shortlisted candidates will be notified. However, rest assured that all applications will be updated to our resume bank for future opportunities. Please kindly refer to the Privacy Policy of Good Job Creations for your reference: https://goodjobcreations.com.sg/en/privacy-policy/ EA Personnel Name: Sandy Ng Mei Qi EA Personnel Registration Number: R24125475 EA License No.: 07C5771",https://www.mycareersfuture.gov.sg/job/healthcare/nurse-good-job-creations-78ed310ef4152af3785e561ed419327e?source=MCF&event=Search
Regulatory Information Security Consultant - 12 months contract,HAYS SPECIALIST RECRUITMENT PTE. LTD.,"UOB PLAZA, 80 RAFFLES PLACE 048624",Information Technology,Contract,Senior Executive,7 years exp,"$13,000to$15,000","Your new company This is a multinational investment bank.  Your new role  Consults on-demand with internal stakeholders on alerts and advisories published by regional regulators. Responsible to collaborate with internal stakeholders in identifying, onboarding and submitting non-financial regulatory reports (NFRR) change requests related to information security in a timely and accurate manner. Responsible to solicit, review and deliver responses on information security processes and controls for regulatory exams, external audits and meetings.  What you'll need to succeed  Understanding of information security principles, processes, and controls. Knowledge of APAC laws, rules, and regulations impacting information security. Bachelor’s degree in Information Technology or related field. CISSP or CISA Certification preferred.  What you'll get in return  Market competitive remuneration An exciting opportunity to be part of a global organisation  What you need to do now If you’re interested in this role, click ‘apply now’ to forward an up-to-date copy of your CV, or call Shabnam at Hays on +65 60271964 or email Shabnam.Bahar@hays.com.sg for a confidential discussion. Referrals are welcome.  Registration ID No. R1873584 | EA License number: 07C3924 | Company Registration No. 200609504D",https://www.mycareersfuture.gov.sg/job/information-technology/regulatory-information-security-consultant-12-months-contract-hays-specialist-recruitment-c1426cda2c61021ee6f9a93089056365?source=MCF&event=Search
Minibar Guest Service Agent (Logistics Assistant),MARINA BAY SANDS PTE. LTD.,"OCEAN FINANCIAL CENTRE, 10 COLLYER QUAY 049315",Logistics / Supply Chain,Full Time,Fresh/entry level,No exp required,"$1,800to$2,000","JOB SCOPE Summary of Job Responsibilities As a Minibar Guest Service Agent, you are responsible for the handling and receiving of all inventories. You will also be responsible to ensure that all minibar carts are fully stocked for daily operations and work cohesively to support operations with ad-hoc service requests.  Job Responsibilities  Responsible for the handling and receiving of all inventories from loading dock to main store Responsible for ensuring that all minibar trolleys are fully stocked prior to operations. Responsible for the recording of expiry dates for all inventories received Collating of all expired items from the towers Responsible for the ad-hoc service request from operational team / Minibar controller.  JOB REQUIREMENTS Education & Certification  Minimum education with ‘O’ Level passes  Experience  Minimum 1 year in a guest service / guest contact / food and beverage/ logistics role preferably in a hospitality organization  Competencies  Able to work on rotating shifts, weekends & public holidays Possess a well-groomed, professional appearance",https://www.mycareersfuture.gov.sg/job/logistics/minibar-guest-service-agent-marina-bay-sands-4d95b8e65ae52df82fe1886f7efc002d?source=MCF&event=Search
Kitchen Crew,ASEANET MANPOWER CONSULTING PTE. LTD.,N/A,F&B,Full Time,Non-executive,1 year exp,"$1,700to$2,200","A chain of (F&B) restaurant is looking for : Kitchen Crew  JOb Responsibilities :  Follow strictly to company SOC and SOP for operation • Perform stock inventory count, ensure food supply is adequate • Responsible for standard of food consistency and quality • Food preparation according to specific standards • Prepare sufficient ingredients for operation use • Label names and dates before food are stored • Maintain the cleanliness of the kitchen, cooking area, kitchen equipment/kitchenware • Follow food and beverage safety and hygiene policies and procedures. • Maintain workplace safety and health policies and procedures. • Undertake any other duties and responsibilities as may be assigned by your superiors from time to time  Interested candidates you may whatsapp to 9277-2886 for more detail enquiry.  Alternatively, you may email us your resume to apply : christabel@aseanetmanpower.com  EA Personnel Name: Christabel / EA Personnel No: R22104766 ASEANet Manpower Consulting Pte Ltd Co Reg: 202141565E: EA License No: 21C0866",https://www.mycareersfuture.gov.sg/job/food-and-beverage/kitchen-crew-aseanet-manpower-consulting-64cf0d3c3b876dc89e67b3ec3a90835e?source=MCF&event=Search
Trainee Technician,ASEANET MANPOWER CONSULTING PTE. LTD.,N/A,Engineering,Full Time,Junior Executive,1 year exp,"$1,700to$2,400","ASEANet Manpower Consulting Is a boutique search firm and our founder and consultants have years of experience from various industry and businesses background. Our expertise include Executive Search, Permanent Placement , Career Transition and Talent Development .  We connect outstanding people with the most best Innovative Companies.  ASEANet Manpower Consulting offer different specialisms including :  Accounting & Finance, Admin & Secretarial, Banking , Construction, Engineering, Events, Education, Financial, F&B , Healthcare & Medical. , Supply Chain & Logistics, Manufacturing, Retail, and Information Technologies.  With our professional recruitment service, we can assist you with your desired career path.  Contact us for a FREE Consultation We believe that YOUR SUCCESS - IS OUR MISSION.  Our client are looking for next team members to join their growing team :  Hiring : Trainee Technician $ 1700 - $ 2400 JOB RESPONSILIBITY: · The programme involves a fully-sponsored training programme with an allowance over the one-year training period.  · Upon completion of the training, the qualified aircraft engine technician will serve a two-year or four-year bond.  · Career progression opportunity is open to promising technicians.  · The programme encompasses initial company familiarisation, classroom training and on-the-job training.  · The initial familiarisation provides an insight to the working environment prior to attending classroom training.  · The three-month classroom training, consisting of theory and practical sessions, will be conducted and assessed by an external training academy.  · The nine-month on-the-job training provides the opportunity to learn and work on the renowned Engines.  REQUIREMENTS: · NITEC / Higher NITEC / Diploma in Engineering (eg. Aeronautical/Avionics/Mechanical/Mechatronics/Manufacturing/ Electrical/Precision)  · Completed full-time National Service (for locals)  · Able to perform rotating shift work  · Willing to work in Changi  Chua Mui Khim  ( EA Registration Number : R22104766)  ASEANet Manpower Consulting Pte Ltd  (Co Reg : 202141565E / EA License: 21C0866)  We regret to inform that only shortlisted candidates will be notified",https://www.mycareersfuture.gov.sg/job/engineering/trainee-technician-aseanet-manpower-consulting-440e74e7fd4888aeb5095260a4a04ba9?source=MCF&event=Search
Delivery Assistant,ASEANET MANPOWER CONSULTING PTE. LTD.,N/A,Logistics / Supply Chain,Full Time,Non-executive,1 year exp,"$1,900to$2,400","ASEANet Manpower Consulting Is a boutique search firm and our founder and consultants have years of experience from various industry and businesses background. Our expertise include Executive Search, Permanent Placement , Career Transition and Talent Development. We connect outstanding people with the best Innovative Companies. ASEANet Manpower Consulting offer different specialisms including: Accounting & Finance, Admin & Secretarial, Banking, Construction, Engineering, Events, Education, Financial, F&B , Healthcare & Medical. , Supply Chain & Logistics, Manufacturing, Retail, and Information Technologies. With our professional recruitment service, we can assist you with your desired career path. Contact us for a FREE Consultation. We believe that YOUR SUCCESS - IS OUR MISSION. Our client are looking for next team members to join their growing team:  Job Duties: •	Assist with the loading and unloading of fragile goods onto vehicles, ensuring safe delivery to customers. •	Follow assigned delivery routes to ensure timely and accurate deliveries. •	Maintain cleanliness and perform regular upkeep of the delivery vehicle. •	Contact customers upon arrival to confirm delivery details. •	Ensure Delivery Orders (DO) are properly signed. •	Perform any other tasks or duties as assigned by management.  Job Requirements: •	Possession of a valid Class 3 driving license. •	Ability to operate a 10-footer lorry. •	Strong time management skills, with the ability to adhere to delivery schedules. •	Excellent communication skills and a strong team player. •	Physically capable of carrying heavy items (up to 30kg per item). •	Proficient in using a pallet jack for loading goods.  Schedule: •	Monday to Friday, from 9:00 AM to 6:30 PM.   Chua Mui Khim ( EA Registration Number : R22104766) ASEANet Manpower Consulting Pte Ltd (Co Reg : 202141565E / EA License: 21C0866) We regret to inform that only shortlisted candidates will be notified",https://www.mycareersfuture.gov.sg/job/logistics/delivery-assistant-aseanet-manpower-consulting-a2e8c64de5d906886ee108f262814373?source=MCF&event=Search
Sales Engineer - (Machinery),GOOD JOB CREATIONS (SINGAPORE) PTE. LTD.,N/A,"Engineering, Sales / Retail",Permanent,Executive,2 years exp,"$3,500to$4,000","[Job ID: 402945] Responsibilities:  Manage the sales of the company’s Injection Molding Machines. Maintain relationships with existing customers and develop new clients in Singapore and Southeast Asia. Communicate with customers to discuss and negotiate pricing and delivery schedules. Coordinate with factories in Japan, Thailand, India, and China. Liaise with Japan HQ to report sales estimates and budget updates. Prepare technical documentation for products. Collaborate with engineers and technical personnel. Perform any other ad-hoc duties as assigned.  Requirements:  2-3 years of experience in equipment sales within a similar industry. Strong technical knowledge of Plastic Injection Molding Machines. Excellent communication skills and a positive attitude toward new challenges. Self-motivated and able to work independently. Proficiency in Microsoft Excel, Word, and PowerPoint. Possess a Class 3 driving license.  We regret that only shortlisted candidates will be notified. However, rest assured that all applications will be updated to our resume bank for future opportunities. Please kindly refer to the Privacy Policy of Good Job Creations for your reference: https://goodjobcreations.com.sg/en/privacy-policy/   EA Personnel Name: Sandy Ng Mei Qi EA Personnel Registration Number: R24125475 EA License No.: 07C5771",https://www.mycareersfuture.gov.sg/job/engineering/sales-engineer--good-job-creations-fa0a5d79ce917ec8b985eb30288c12e7?source=MCF&event=Search
Wealth Advisor - (Banking),GOOD JOB CREATIONS (SINGAPORE) PTE. LTD.,N/A,Banking and Finance,Permanent,Junior Executive,1 year exp,"$3,600to$3,900","[Job ID: 533220] Responsibilities:  Serve individual retail customers and advise them on various personal banking and financial products and services offered by the bank. Engage customers through branch banking touchpoints, tele-appointments, and outreach programs to identify opportunities. Provide holistic financial planning advice to customers based on sound financial knowledge. Identify and recommend suitable financial solutions to help customers achieve their financial goals. Ensure compliance with banking regulations and adhere to rules and guidelines when conducting business. Cultivate long-term relationships with existing clients and maintain strong customer engagement. Conduct regular follow-ups with existing and potential customers to assess their evolving financial needs.  Requirements:  A Bachelor’s degree from a recognized university or a diploma from a local polytechnic. Interest in financial planning or wealth management  Strong interpersonal and communication skills, with the ability to conduct yourself professionally. Willingness to work on a flexible schedule, including weekends.  We regret that only shortlisted candidates will be notified. However, rest assured that all applications will be updated to our resume bank for future opportunities. Please kindly refer to the Privacy Policy of Good Job Creations for your reference: https://goodjobcreations.com.sg/en/privacy-policy/   EA Personnel Name: Sandy Ng Mei Qi EA Personnel Registration Number: R24125475 EA License No.: 07C5771",https://www.mycareersfuture.gov.sg/job/banking-finance/wealth-advisor--good-job-creations-700c7983a55392fae67bfe0c722557bc?source=MCF&event=Search
Supply Chain Manager,ICHOR SYSTEMS SINGAPORE PTE. LTD.,18 WOODLANDS LOOP 738100,"Engineering, Logistics / Supply Chain, Manufacturing","Permanent, Full Time",Senior Executive,5 years exp,"$7,500to$10,000","Job Responsibilities  Supplier Management  Drives alignment of supplier selection to global supply strategy and the approved supplier list Manages key supplier and outsource integration partner relationships, cost optimization, product transfers / launches Defines sourcing contracts / supply agreements and ensures appropriate contractual agreements are in place addressing flow down requirements, capacity, cost, and commercial requirements Works with suppliers on improving Scorecards and KPIs Ensures adequate capacity exists in the supply chain for components of assigned products, coordinates forecasts, ensures end of life requirements are flowed down Maintain DDMRP (Demand Driven MRP) programs such as Kanban and safety stock replenishment contracts inclusive of analyzing and updating quantities, maintaining proper ERP system set up, keeping applicable contractual liabilities and amendments current, mitigating Ichor’s liability, resolving delivery discrepancies, providing forecasts to suppliers and ensuring suppliers are performing to contractual service levels  Supply Chain Project Management  Identifies or is assigned to lead continuous improvement opportunities across the global supply chain Drives process improvements and resolves complex supply chain issues (using methodology such as 8D report, etc.) Ensure NPI BOM items are purchased at lead time through, coordinating demand load with Business Units and Planning (MRP, Independent demand or Indirect Purchase Requisitions) Provides sourcing direction and coordinates RFQ packages with the support of Buyers and Global Supply Managers Coordinates PO tracking through Buyers ECO analysis, approval, and coordination of implementation to the supply chain for new products Establish plans for supply risks mitigation, eg. identify floor stocks, Safety stocks, VMI / Kanban , long lead time mitigation plans Benchmarks and drives cost reduction plans and actions with assigned suppliers Derives plans and methods for optimizing the costs associated with a products value chain   Job Requirements  Bachelor degree in business or Engineering. MBA preferred Prefer a candidate that has experience across several operational disciplines such as Commodity Management or Procurement. Candidate will possess extensive experience in a minimum of two skills in the following areas: procurement, commodity management, strategic sourcing, supplier development, planning, program management, master scheduling and factory engineering. Minimum 5 years’ experience in supply chain, commodity management or NPI related function & 10 years operations experience preferred Strong understanding of contract manufacturing environment and management of global commodity strategies through a third party provider Proven record of managing and driving Continuous Process Improvement activities. Strong analytical skills, ability to identify root cause for action/resolution Strong interpersonal, written and verbal communication skills Strong leader, self-motivated, proactive, detail oriented, hands-on and results driven. Good knowledge of aspects of purchasing, supplier selection, cost analysis and negotiation, planning, master scheduling and program management Work independently in fast paced environment Contract management, negotiation and implementation experience Ability to concisely communicate escalations, requirements and issues to suppliers, stakeholders, peers and upper management with clarity Experience working in ERP & PLM systems; SAP and Team Center preferred, Intermediate: Word processing/typing, presentation/PowerPoint/Power BI",https://www.mycareersfuture.gov.sg/job/engineering/supply-chain-manager-ichor-systems-singapore-1350c682419851332f8c3509188f933a?source=MCF&event=Search
DLT Product Director,STANDARD CHARTERED BANK (SINGAPORE) LIMITED,N/A,Banking and Finance,"Permanent, Full Time",Middle Management,10 years exp,"$12,000to$19,000","JOB SUMMARY  This      role could be based in Singapore, Hong Kong and UAE. When you start the      application process you will be presented with a drop down menu showing      all countries, Please ensure that you select a country where the role is      based. A      senior-level product manager and leader who’s experienced in turning ideas      into seamless and intuitive product experiences. You are well-versed in      planning, designing, scaling, and commercialising products and know how to      test, validate, and optimize through the product life cycle. Products need      to be designed with a client focus and with strong business acumen to      prioritize and deliver against competing asks. You will influence and      inspire indirect teams to deliver positive outcomes with executional      excellence. If you are a creative problem solver, love tackling complex      challenges and building things from 0 to 1 and beyond, this role is for      you. The      role includes product management, governance, and product      commercialization activities to support the Digital Assets goals of the      business and build readiness for scale. The person will also be a “go-to”      contact for education, thought leadership, and Digital Assets related      product knowledge.  RESPONSIBILITIES Strategy  You      will support the commercialization and development of innovative blockchain      and digital asset solutions that have strategic fit and value to the      Bank’s clients  Business  You      will identify opportunities through client conversations, demand from      other business lines and your understanding of market trends to determine      what will be the most impactful products and features we should be      building. You will do so by instilling customer-centric discovery and      design methods, implementing strategic experimentation and garnering      stakeholder buy-in You      will be responsible for leading the product work for one or more of our      key strategic initiatives by driving strategy, tactics, and delivery      timelines. You will drive the end-to-end product development from      opportunity assessment, ideation, validation, and delivery to ongoing      optimization.  Processes  Use      modern productivity tools such as ADO, Teams, Slack, Trello, Mural, Jira, Confluence You      will influence the tech stack, data model, APIs, platform, and system      architecture, while determining when best to build, buy or borrow new      technologies and 3rd party integrations  People & Talent  You      will influence, inspire and collaborate closely with cross-functional      teams (e.g. technology, compliance, operations, marketing, legal, etc.)      and other business stakeholders to establish a shared vision for Digital      Assets products.  Risk Management  You      are resourceful and results oriented. You find a way to get things done      without sacrificing quality and integrity.  Governance  You      will ensure all governance requirements are understood and met during the      product development lifecycle, including but not limited to on-boarding      3rd parties, co-ordinating Consolidated Risk Assessments, managing      prioritization for tech teams and ensuring adequate testing is completed.  Regulatory & Business Conduct  Display      exemplary conduct and live by the Group’s Values and Code of Conduct. Take      personal responsibility for embedding the highest standards of ethics,      including regulatory and business conduct, across Standard Chartered Bank.      This includes understanding and ensuring compliance with, in letter and      spirit, all applicable laws, regulations, guidelines and the Group Code of      Conduct. Effectively      and collaboratively identify, escalate, mitigate and resolve risk, conduct      and compliance matters. Lead      to achieve the outcomes set out in the Bank’s Conduct Principles  Key Stakeholders  Businesses      across CIB – specifically TB Cash, FM FSS, Digital Assets CoE Compliance      – Product and CIB Platform and Partnerships, Financial Crime and      Surveillance Operations Legal      - Product and CIB Platform and Partnerships Technology      – Primarily DLT Technology Hive, but other product technology as well Vendor      and Third Party Partners  Our Ideal candidate  Strong      blockchain/web3 product management experience while being familiar in      related business areas such as custody, trading, payments 10 years      of experience working in financial services and/or enterprise fintech in a      product development role ideally dealing with emerging technologies. Track      record of building and bringing Digital Asset solutions to market that      deliver measurable impact for the customer and the business Capable      of dissecting and understanding complex problems, simplifying them into      clear hypotheses and developing executable solutions Understand      technology trends in Digital and provide insight & analysis to the      implications to Digital product and channel partner Highly      organized, analytical, data-obsessed and process driven Highly      effective communicator who can work with multi-jurisdictional,      cross-functional, geographically dispersed teams Certifications      - Relevant technology or crypto/blockchain certifications  Role Specific Technical Competencies  Strong      blockchain/web3 product management experience while being familiar in      related Experience      working in financial services and/or enterprise fintech in a product      development role ideally dealing with emerging technologies. ADO,      Teams, Slack, Trello, Mural, Jira, Confluence Process      Management Business      Writing & Communication Presentation      and PowerPoint skills  About Standard Chartered We're an international bank, nimble enough to act, big enough for impact. For more than 170 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents and we can't wait to see the talents you can bring us. Our purpose, to drive commerce and prosperity through our unique diversity, together with our brand promise, to be here for good are achieved by how we each live our valued behaviours. When you work with us, you'll see how we value difference and advocate inclusion. Together we:  Do      the right thing and      are assertive, challenge one another, and live with integrity, while      putting the client at the heart of what we do Never      settle, continuously      striving to improve and innovate, keeping things simple and learning from      doing well, and not so well Are      better together, we      can be ourselves, be inclusive, see more good in others, and work      collectively to build for the long term  What we offer In line with our Fair Pay Charter, we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.  Core      bank funding for retirement savings, medical and life insurance, with      flexible and voluntary benefits available in some locations. Time-off including      annual leave, parental/maternity (20 weeks), sabbatical (12 months      maximum) and volunteering leave (3 days), along with minimum global      standards for annual and public holiday, which is combined to 30 days      minimum. Flexible      working options      based around home and office locations, with flexible working patterns. Proactive      wellbeing support through Unmind, a market-leading digital      wellbeing platform, development courses for resilience and other human      skills, global Employee Assistance Programme, sick leave, mental      health first-aiders and all sorts of self-help toolkits A      continuous learning culture to support your growth, with      opportunities to reskill and upskill and access to physical, virtual and      digital learning. Being      part of an inclusive and values driven organisation, one that      embraces and celebrates our unique diversity, across our teams, business      functions and geographies - everyone feels respected and can realise their      full potential.  Recruitment Assessments Some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process. Visit our careers website www.sc.com/careers",https://www.mycareersfuture.gov.sg/job/banking-finance/dlt-product-director-standard-chartered-bank-08db5c7b85d5c7290f363eb057272ed9?source=MCF&event=Search
Clinic Assistant,WEI!CREATIVE (SG) PTE. LTD.,N/A,Healthcare / Pharmaceutical,Full Time,Executive,1 year exp,"$2,200to$2,600","Our client is seeking a dedicated Clinic Assistant to join their team, working 44 hours per week with flexible shifts across weekdays and weekends. This role is pivotal in ensuring seamless clinic operations and exceptional patient care.  Working Hours:  Monday – Friday: 8:00 AM – 2:00 PM, 5:00 PM – 8:00 PM Saturday – Sunday: 8:00 AM – 12:00 PM  Key Responsibilities:  Manage patient registration, appointment scheduling, and inquiries through diverse communication platforms, including calls, emails, social media, SMS, and WhatsApp. Oversee billing, payment collection, financial reconciliation, and claims processing (CHAS, Medisave, TPA) with precise record-keeping. Support doctors during clinical procedures, handle administrative tasks, and liaise with external providers for patient tests and services. Ensure compliance with MOH guidelines by maintaining accurate patient records, a clean clinic environment, and sterilized equipment. Monitor and manage medical supplies and consumables inventory.  Qualifications:  At least 1 year of experience as a clinic assistant.  Make a difference in patient care and contribute to a well-coordinated and efficient healthcare environment.",https://www.mycareersfuture.gov.sg/job/healthcare/clinic-assistant-weicreative-c4ea3e5a87373cc3e9d3107d0271c6f3?source=MCF&event=Search
F&B Executive,ASEANET MANPOWER CONSULTING PTE. LTD.,N/A,F&B,Full Time,Executive,1 year exp,"$2,500to$3,200","ASEANet Manpower Consulting Is a boutique search firm and our founder and consultants have years of experience from various industry and businesses background. Our expertise include Executive Search, Permanent Placement , Career Transition and Talent Development .  We connect outstanding people with the most best Innovative Companies. ASEANet Manpower Consulting offer different specialisms including : Accounting & Finance, Admin & Secretarial, Banking , Construction, Engineering, Events, Education, Financial, F&B , Healthcare & Medical. , Supply Chain & Logistics, Manufacturing, Retail, and Information Technologies.  With our professional recruitment service, we can assist you with your desired career path. Contact us for a FREE Consultation We believe that YOUR SUCCESS - IS OUR MISSION.  Our client are looking for next team members to join their growing team : Hiring : F&B Executive  Main Responsibilities : · Assist to create good working environment and develop subordinates by identifying areas that needs training and action to support it. · Maintain high level of customer service.  · Orientate and train employees so as to ensure that each individual has a complete understanding of the company’s policies by using the operations training manual.  · Ensure that daily opening and closing duties in the outlet are properly executed.  · Manage, direct and co‐ordinate all operation‐related activities or events in a proficient and pleasant method.  · Ensure that overall store image is maintained and the brand is well represented at all times.  · Monitor opening and closing duties of the outlet.  · Communicate daily and act as liaison between operations staff and management.  · Ensure that POS/KDS system is operational and accurate at all times.  · Provide co‐ordination and services for both kitchen and service.  Requirements : · Candidate who has the willing to learn attitude, as F&B experience NOT required.  · Able to perform shifts, long hours and work on weekends and Public Holidays.  · Motivated, result‐oriented and a fast learner.  · Good organizational and planning abilities.  · Excellent interpersonal and communication skills.  · Positive attitude with ability to influence positively.  · Computer literate and with excellent interpersonal skills.  Chua Mui Khim   ( EA Registration Number : R22104766)   ASEANet Manpower Consulting Pte Ltd   (Co Reg : 202141565E / EA License: 21C0866)   We regret to inform that only shortlisted candidates will be notified",https://www.mycareersfuture.gov.sg/job/food-and-beverage/fb-executive-aseanet-manpower-consulting-190ff5d144537dd82d06661eb3c45a08?source=MCF&event=Search
